Sr. No,Image name,Detected Categories,Cleaned Image Path
1639,32941.png,"['person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/32941.png
1640,69125.png,[],/content/cleaned_images_with_text_removal/69125.png
1641,23401.png,"['dog', 'person', 'person']",/content/cleaned_images_with_text_removal/23401.png
1642,60193.png,[],/content/cleaned_images_with_text_removal/60193.png
1643,37054.png,['person'],/content/cleaned_images_with_text_removal/37054.png
1644,17564.png,['person'],/content/cleaned_images_with_text_removal/17564.png
1645,16420.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/16420.png
1646,27963.png,[],/content/cleaned_images_with_text_removal/27963.png
1647,76850.png,"['person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/76850.png
1648,92613.png,"['person', 'person', 'donut']",/content/cleaned_images_with_text_removal/92613.png
1649,91286.png,[],/content/cleaned_images_with_text_removal/91286.png
1650,03165.png,['person'],/content/cleaned_images_with_text_removal/03165.png
1651,34065.png,"['person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/34065.png
1652,97241.png,[],/content/cleaned_images_with_text_removal/97241.png
1653,78251.png,[],/content/cleaned_images_with_text_removal/78251.png
1654,24958.png,['person'],/content/cleaned_images_with_text_removal/24958.png
1655,59436.png,['person'],/content/cleaned_images_with_text_removal/59436.png
1656,38097.png,[],/content/cleaned_images_with_text_removal/38097.png
1657,80976.png,"['tie', 'tie', 'person', 'person']",/content/cleaned_images_with_text_removal/80976.png
1658,12765.png,['person'],/content/cleaned_images_with_text_removal/12765.png
1659,59801.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/59801.png
1660,57326.png,"['person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/57326.png
1661,12603.png,[],/content/cleaned_images_with_text_removal/12603.png
1662,36571.png,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/36571.png
1663,13675.png,['person'],/content/cleaned_images_with_text_removal/13675.png
1664,54701.png,[],/content/cleaned_images_with_text_removal/54701.png
1665,83271.png,[],/content/cleaned_images_with_text_removal/83271.png
1666,43792.png,['dog'],/content/cleaned_images_with_text_removal/43792.png
1667,45630.png,['person'],/content/cleaned_images_with_text_removal/45630.png
1668,09623.png,[],/content/cleaned_images_with_text_removal/09623.png
1669,97815.png,[],/content/cleaned_images_with_text_removal/97815.png
1670,07452.png,"['airplane', 'airplane', 'airplane', 'airplane', 'airplane']",/content/cleaned_images_with_text_removal/07452.png
1671,80526.png,[],/content/cleaned_images_with_text_removal/80526.png
1672,52716.png,['dog'],/content/cleaned_images_with_text_removal/52716.png
1673,39607.png,[],/content/cleaned_images_with_text_removal/39607.png
1674,75209.png,[],/content/cleaned_images_with_text_removal/75209.png
1675,73609.png,['person'],/content/cleaned_images_with_text_removal/73609.png
1676,50263.png,['person'],/content/cleaned_images_with_text_removal/50263.png
1677,86372.png,['person'],/content/cleaned_images_with_text_removal/86372.png
1678,74953.png,"['tie', 'person']",/content/cleaned_images_with_text_removal/74953.png
1679,37420.png,"['person', 'person', 'boat', 'car', 'person', 'boat']",/content/cleaned_images_with_text_removal/37420.png
1680,54137.png,['person'],/content/cleaned_images_with_text_removal/54137.png
1681,13486.png,['person'],/content/cleaned_images_with_text_removal/13486.png
1682,49762.png,[],/content/cleaned_images_with_text_removal/49762.png
1683,25748.png,['person'],/content/cleaned_images_with_text_removal/25748.png
1684,67413.png,"['airplane', 'airplane']",/content/cleaned_images_with_text_removal/67413.png
1685,48970.png,['cow'],/content/cleaned_images_with_text_removal/48970.png
1686,07965.png,['person'],/content/cleaned_images_with_text_removal/07965.png
1687,89107.png,"['person', 'baseball glove']",/content/cleaned_images_with_text_removal/89107.png
1688,71692.png,[],/content/cleaned_images_with_text_removal/71692.png
1689,95281.png,[],/content/cleaned_images_with_text_removal/95281.png
1690,18724.png,"['person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/18724.png
1691,16084.png,[],/content/cleaned_images_with_text_removal/16084.png
1692,07539.png,"['person', 'bottle']",/content/cleaned_images_with_text_removal/07539.png
1693,31068.png,"['person', 'tie']",/content/cleaned_images_with_text_removal/31068.png
1694,79603.png,"['person', 'person']",/content/cleaned_images_with_text_removal/79603.png
1695,98604.png,"['person', 'tie', 'person']",/content/cleaned_images_with_text_removal/98604.png
1696,51473.png,['person'],/content/cleaned_images_with_text_removal/51473.png
1697,96073.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/96073.png
1698,85316.png,[],/content/cleaned_images_with_text_removal/85316.png
1699,17832.png,['person'],/content/cleaned_images_with_text_removal/17832.png
1700,56134.png,"['person', 'sheep', 'sheep', 'person', 'person', 'sheep']",/content/cleaned_images_with_text_removal/56134.png
1701,57089.png,"['person', 'frisbee']",/content/cleaned_images_with_text_removal/57089.png
1702,89756.png,[],/content/cleaned_images_with_text_removal/89756.png
1703,16052.png,"['bottle', 'person', 'sink', 'potted plant']",/content/cleaned_images_with_text_removal/16052.png
1704,10486.png,[],/content/cleaned_images_with_text_removal/10486.png
1705,36981.png,"['person', 'sports ball']",/content/cleaned_images_with_text_removal/36981.png
1706,90251.png,['person'],/content/cleaned_images_with_text_removal/90251.png
1707,19458.png,[],/content/cleaned_images_with_text_removal/19458.png
1708,10258.png,"['person', 'tie']",/content/cleaned_images_with_text_removal/10258.png
1709,21349.png,[],/content/cleaned_images_with_text_removal/21349.png
1710,80253.png,['person'],/content/cleaned_images_with_text_removal/80253.png
1711,70654.png,"['person', 'person', 'person', 'person', 'person', 'umbrella']",/content/cleaned_images_with_text_removal/70654.png
1712,71352.png,"['person', 'person', 'skateboard', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/71352.png
1713,90461.png,[],/content/cleaned_images_with_text_removal/90461.png
1714,98346.png,['person'],/content/cleaned_images_with_text_removal/98346.png
1715,76538.png,[],/content/cleaned_images_with_text_removal/76538.png
1716,17439.png,"['fork', 'sandwich']",/content/cleaned_images_with_text_removal/17439.png
1717,71509.png,[],/content/cleaned_images_with_text_removal/71509.png
1718,34680.png,['tie'],/content/cleaned_images_with_text_removal/34680.png
1719,38609.png,['person'],/content/cleaned_images_with_text_removal/38609.png
1720,78639.png,['cat'],/content/cleaned_images_with_text_removal/78639.png
1721,04638.png,"['person', 'person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/04638.png
1722,25198.png,[],/content/cleaned_images_with_text_removal/25198.png
1723,52790.png,"['person', 'person']",/content/cleaned_images_with_text_removal/52790.png
1724,84032.png,['person'],/content/cleaned_images_with_text_removal/84032.png
1725,90321.png,"['person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/90321.png
1726,27380.png,"['pizza', 'cup', 'pizza', 'cup', 'pizza']",/content/cleaned_images_with_text_removal/27380.png
1727,23754.png,['person'],/content/cleaned_images_with_text_removal/23754.png
1728,30127.png,['person'],/content/cleaned_images_with_text_removal/30127.png
1729,27965.png,[],/content/cleaned_images_with_text_removal/27965.png
1730,80123.png,['cup'],/content/cleaned_images_with_text_removal/80123.png
1731,83504.png,['person'],/content/cleaned_images_with_text_removal/83504.png
1732,95186.png,[],/content/cleaned_images_with_text_removal/95186.png
1733,85429.png,[],/content/cleaned_images_with_text_removal/85429.png
1734,81370.png,['person'],/content/cleaned_images_with_text_removal/81370.png
1735,23971.png,['person'],/content/cleaned_images_with_text_removal/23971.png
1736,28641.png,['person'],/content/cleaned_images_with_text_removal/28641.png
1737,76328.png,[],/content/cleaned_images_with_text_removal/76328.png
1738,23109.png,"['cup', 'person', 'person']",/content/cleaned_images_with_text_removal/23109.png
1739,78294.png,"['person', 'person', 'person', 'cell phone', 'handbag']",/content/cleaned_images_with_text_removal/78294.png
1740,64037.png,"['person', 'person']",/content/cleaned_images_with_text_removal/64037.png
1741,91738.png,['person'],/content/cleaned_images_with_text_removal/91738.png
1742,08569.png,"['person', 'person']",/content/cleaned_images_with_text_removal/08569.png
1743,97415.png,[],/content/cleaned_images_with_text_removal/97415.png
1744,50964.png,['person'],/content/cleaned_images_with_text_removal/50964.png
1745,45182.png,[],/content/cleaned_images_with_text_removal/45182.png
1746,90417.png,['clock'],/content/cleaned_images_with_text_removal/90417.png
1747,90315.png,"['potted plant', 'potted plant', 'person']",/content/cleaned_images_with_text_removal/90315.png
1748,37450.png,[],/content/cleaned_images_with_text_removal/37450.png
1749,97035.png,['elephant'],/content/cleaned_images_with_text_removal/97035.png
1750,39640.png,['person'],/content/cleaned_images_with_text_removal/39640.png
1751,70142.png,"['person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/70142.png
1752,05162.png,['person'],/content/cleaned_images_with_text_removal/05162.png
1753,71098.png,[],/content/cleaned_images_with_text_removal/71098.png
1754,84203.png,['person'],/content/cleaned_images_with_text_removal/84203.png
1755,76132.png,[],/content/cleaned_images_with_text_removal/76132.png
1756,31847.png,"['dog', 'person']",/content/cleaned_images_with_text_removal/31847.png
1757,19385.png,['person'],/content/cleaned_images_with_text_removal/19385.png
1758,10839.png,['person'],/content/cleaned_images_with_text_removal/10839.png
1759,32701.png,[],/content/cleaned_images_with_text_removal/32701.png
1760,80935.png,[],/content/cleaned_images_with_text_removal/80935.png
1761,98670.png,[],/content/cleaned_images_with_text_removal/98670.png
1762,85173.png,"['person', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'person', 'person', 'sheep']",/content/cleaned_images_with_text_removal/85173.png
1763,65187.png,['person'],/content/cleaned_images_with_text_removal/65187.png
1764,29478.png,[],/content/cleaned_images_with_text_removal/29478.png
1765,19682.png,"['tie', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/19682.png
1766,65130.png,"['person', 'train']",/content/cleaned_images_with_text_removal/65130.png
1767,81320.png,[],/content/cleaned_images_with_text_removal/81320.png
1768,42783.png,[],/content/cleaned_images_with_text_removal/42783.png
1769,65034.png,[],/content/cleaned_images_with_text_removal/65034.png
1770,17280.png,"['person', 'person']",/content/cleaned_images_with_text_removal/17280.png
1771,59061.png,[],/content/cleaned_images_with_text_removal/59061.png
1772,17645.png,[],/content/cleaned_images_with_text_removal/17645.png
1773,70682.png,['person'],/content/cleaned_images_with_text_removal/70682.png
1774,03562.png,['wine glass'],/content/cleaned_images_with_text_removal/03562.png
1775,16842.png,[],/content/cleaned_images_with_text_removal/16842.png
1776,49285.png,[],/content/cleaned_images_with_text_removal/49285.png
1777,43207.png,"['person', 'person']",/content/cleaned_images_with_text_removal/43207.png
1778,46518.png,[],/content/cleaned_images_with_text_removal/46518.png
1779,58462.png,"['tie', 'person']",/content/cleaned_images_with_text_removal/58462.png
1780,96735.png,['train'],/content/cleaned_images_with_text_removal/96735.png
1781,93081.png,['person'],/content/cleaned_images_with_text_removal/93081.png
1782,13609.png,"['person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/13609.png
1783,72830.png,['dog'],/content/cleaned_images_with_text_removal/72830.png
1784,62804.png,[],/content/cleaned_images_with_text_removal/62804.png
1785,40385.png,['person'],/content/cleaned_images_with_text_removal/40385.png
1786,05192.png,"['person', 'person', 'person', 'tie']",/content/cleaned_images_with_text_removal/05192.png
1787,72059.png,[],/content/cleaned_images_with_text_removal/72059.png
1788,54689.png,['person'],/content/cleaned_images_with_text_removal/54689.png
1789,28461.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/28461.png
1790,84091.png,"['person', 'person', 'person', 'tie']",/content/cleaned_images_with_text_removal/84091.png
1791,08954.png,['person'],/content/cleaned_images_with_text_removal/08954.png
1792,96471.png,"['tie', 'person', 'tie']",/content/cleaned_images_with_text_removal/96471.png
1793,34710.png,"['person', 'person']",/content/cleaned_images_with_text_removal/34710.png
1794,78624.png,"['person', 'person']",/content/cleaned_images_with_text_removal/78624.png
1795,39482.png,[],/content/cleaned_images_with_text_removal/39482.png
1796,69753.png,[],/content/cleaned_images_with_text_removal/69753.png
1797,50679.png,['person'],/content/cleaned_images_with_text_removal/50679.png
1798,63859.png,"['person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/63859.png
1799,20873.png,"['potted plant', 'person', 'laptop', 'person', 'mouse']",/content/cleaned_images_with_text_removal/20873.png
1800,23065.png,[],/content/cleaned_images_with_text_removal/23065.png
1801,60578.png,"['person', 'person', 'umbrella', 'person', 'cell phone']",/content/cleaned_images_with_text_removal/60578.png
1802,32051.png,['person'],/content/cleaned_images_with_text_removal/32051.png
1803,29508.png,"['person', 'cake']",/content/cleaned_images_with_text_removal/29508.png
1804,85960.png,"['tie', 'person']",/content/cleaned_images_with_text_removal/85960.png
1805,26107.png,['person'],/content/cleaned_images_with_text_removal/26107.png
1806,61847.png,[],/content/cleaned_images_with_text_removal/61847.png
1807,92573.png,"['person', 'person', 'tie']",/content/cleaned_images_with_text_removal/92573.png
1808,67281.png,"['person', 'teddy bear', 'person']",/content/cleaned_images_with_text_removal/67281.png
1809,19623.png,[],/content/cleaned_images_with_text_removal/19623.png
1810,27514.png,[],/content/cleaned_images_with_text_removal/27514.png
1811,13859.png,['person'],/content/cleaned_images_with_text_removal/13859.png
1812,02654.png,[],/content/cleaned_images_with_text_removal/02654.png
1813,48062.png,['person'],/content/cleaned_images_with_text_removal/48062.png
1814,37902.png,[],/content/cleaned_images_with_text_removal/37902.png
1815,93642.png,['person'],/content/cleaned_images_with_text_removal/93642.png
1816,45219.png,['person'],/content/cleaned_images_with_text_removal/45219.png
1817,86254.png,[],/content/cleaned_images_with_text_removal/86254.png
1818,38147.png,['person'],/content/cleaned_images_with_text_removal/38147.png
1819,51237.png,[],/content/cleaned_images_with_text_removal/51237.png
1820,05768.png,[],/content/cleaned_images_with_text_removal/05768.png
1821,43952.png,[],/content/cleaned_images_with_text_removal/43952.png
1822,94508.png,[],/content/cleaned_images_with_text_removal/94508.png
1823,91428.png,['person'],/content/cleaned_images_with_text_removal/91428.png
1824,43721.png,"['tie', 'person']",/content/cleaned_images_with_text_removal/43721.png
1825,31769.png,"['person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/31769.png
1826,82453.png,"['person', 'person']",/content/cleaned_images_with_text_removal/82453.png
1827,53914.png,"['person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/53914.png
1828,10725.png,['person'],/content/cleaned_images_with_text_removal/10725.png
1829,46193.png,[],/content/cleaned_images_with_text_removal/46193.png
1830,71368.png,"['person', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'person', 'person', 'sheep']",/content/cleaned_images_with_text_removal/71368.png
1831,34762.png,"['person', 'person']",/content/cleaned_images_with_text_removal/34762.png
1832,56712.png,['person'],/content/cleaned_images_with_text_removal/56712.png
1833,62580.png,[],/content/cleaned_images_with_text_removal/62580.png
1834,38629.png,"['dog', 'person']",/content/cleaned_images_with_text_removal/38629.png
1835,07192.png,"['person', 'person']",/content/cleaned_images_with_text_removal/07192.png
1836,34076.png,"['clock', 'person', 'frisbee']",/content/cleaned_images_with_text_removal/34076.png
1837,37814.png,[],/content/cleaned_images_with_text_removal/37814.png
1838,76035.png,['person'],/content/cleaned_images_with_text_removal/76035.png
1839,51738.png,[],/content/cleaned_images_with_text_removal/51738.png
1840,92068.png,[],/content/cleaned_images_with_text_removal/92068.png
1841,98564.png,['bird'],/content/cleaned_images_with_text_removal/98564.png
1842,17298.png,[],/content/cleaned_images_with_text_removal/17298.png
1843,18632.png,['person'],/content/cleaned_images_with_text_removal/18632.png
1844,21345.png,[],/content/cleaned_images_with_text_removal/21345.png
1845,35276.png,[],/content/cleaned_images_with_text_removal/35276.png
1846,61730.png,['person'],/content/cleaned_images_with_text_removal/61730.png
1847,19306.png,"['person', 'person']",/content/cleaned_images_with_text_removal/19306.png
1848,26984.png,[],/content/cleaned_images_with_text_removal/26984.png
1849,51209.png,"['person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/51209.png
1850,27659.png,"['person', 'person']",/content/cleaned_images_with_text_removal/27659.png
1851,24501.png,['person'],/content/cleaned_images_with_text_removal/24501.png
1852,18234.png,['person'],/content/cleaned_images_with_text_removal/18234.png
1853,43098.png,[],/content/cleaned_images_with_text_removal/43098.png
1854,19836.png,['person'],/content/cleaned_images_with_text_removal/19836.png
1855,10256.png,"['person', 'person', 'bottle', 'person', 'person']",/content/cleaned_images_with_text_removal/10256.png
1856,87049.png,"['person', 'person', 'cup', 'chair']",/content/cleaned_images_with_text_removal/87049.png
1857,41637.png,"['person', 'person']",/content/cleaned_images_with_text_removal/41637.png
1858,92835.png,[],/content/cleaned_images_with_text_removal/92835.png
1859,28691.png,[],/content/cleaned_images_with_text_removal/28691.png
1860,75960.png,['person'],/content/cleaned_images_with_text_removal/75960.png
1861,87290.png,"['cat', 'person', 'person']",/content/cleaned_images_with_text_removal/87290.png
1862,34018.png,[],/content/cleaned_images_with_text_removal/34018.png
1863,60384.png,"['person', 'person']",/content/cleaned_images_with_text_removal/60384.png
1864,72638.png,['person'],/content/cleaned_images_with_text_removal/72638.png
1865,82540.png,[],/content/cleaned_images_with_text_removal/82540.png
1866,23075.png,"['person', 'person', 'person', 'person', 'person', 'book']",/content/cleaned_images_with_text_removal/23075.png
1867,15749.png,[],/content/cleaned_images_with_text_removal/15749.png
1868,69074.png,[],/content/cleaned_images_with_text_removal/69074.png
1869,25719.png,"['person', 'car']",/content/cleaned_images_with_text_removal/25719.png
1870,14083.png,"['person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/14083.png
1871,25386.png,[],/content/cleaned_images_with_text_removal/25386.png
1872,25497.png,"['person', 'person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/25497.png
1873,25604.png,"['person', 'person']",/content/cleaned_images_with_text_removal/25604.png
1874,40319.png,['person'],/content/cleaned_images_with_text_removal/40319.png
1875,32765.png,['person'],/content/cleaned_images_with_text_removal/32765.png
1876,06315.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/06315.png
1877,03267.png,['person'],/content/cleaned_images_with_text_removal/03267.png
1878,69041.png,"['person', 'person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/69041.png
1879,23150.png,[],/content/cleaned_images_with_text_removal/23150.png
1880,96514.png,[],/content/cleaned_images_with_text_removal/96514.png
1881,19523.png,[],/content/cleaned_images_with_text_removal/19523.png
1882,97384.png,[],/content/cleaned_images_with_text_removal/97384.png
1883,49728.png,['person'],/content/cleaned_images_with_text_removal/49728.png
1884,39076.png,[],/content/cleaned_images_with_text_removal/39076.png
1885,78064.png,[],/content/cleaned_images_with_text_removal/78064.png
1886,03968.png,[],/content/cleaned_images_with_text_removal/03968.png
1887,69820.png,['person'],/content/cleaned_images_with_text_removal/69820.png
1888,16973.png,[],/content/cleaned_images_with_text_removal/16973.png
1889,98756.png,['person'],/content/cleaned_images_with_text_removal/98756.png
1890,69780.png,"['person', 'person']",/content/cleaned_images_with_text_removal/69780.png
1891,04658.png,[],/content/cleaned_images_with_text_removal/04658.png
1892,42871.png,"['person', 'person', 'person', 'car']",/content/cleaned_images_with_text_removal/42871.png
1893,19302.png,['person'],/content/cleaned_images_with_text_removal/19302.png
1894,61483.png,[],/content/cleaned_images_with_text_removal/61483.png
1895,75203.png,['person'],/content/cleaned_images_with_text_removal/75203.png
1896,42631.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/42631.png
1897,29706.png,[],/content/cleaned_images_with_text_removal/29706.png
1898,27654.png,"['person', 'person', 'person', 'cup']",/content/cleaned_images_with_text_removal/27654.png
1899,86413.png,[],/content/cleaned_images_with_text_removal/86413.png
1900,06148.png,[],/content/cleaned_images_with_text_removal/06148.png
1901,56480.png,['person'],/content/cleaned_images_with_text_removal/56480.png
1902,32485.png,"['chair', 'potted plant']",/content/cleaned_images_with_text_removal/32485.png
1903,75613.png,[],/content/cleaned_images_with_text_removal/75613.png
1904,49608.png,"['person', 'person', 'bicycle']",/content/cleaned_images_with_text_removal/49608.png
1905,82693.png,"['tie', 'person', 'tie', 'person']",/content/cleaned_images_with_text_removal/82693.png
1906,71348.png,[],/content/cleaned_images_with_text_removal/71348.png
1907,64735.png,['person'],/content/cleaned_images_with_text_removal/64735.png
1908,30289.png,"['person', 'person']",/content/cleaned_images_with_text_removal/30289.png
1909,15327.png,[],/content/cleaned_images_with_text_removal/15327.png
1910,64982.png,['person'],/content/cleaned_images_with_text_removal/64982.png
1911,97821.png,[],/content/cleaned_images_with_text_removal/97821.png
1912,45132.png,['person'],/content/cleaned_images_with_text_removal/45132.png
1913,76921.png,[],/content/cleaned_images_with_text_removal/76921.png
1914,73689.png,['bird'],/content/cleaned_images_with_text_removal/73689.png
1915,41032.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/41032.png
1916,01467.png,[],/content/cleaned_images_with_text_removal/01467.png
1917,71432.png,['person'],/content/cleaned_images_with_text_removal/71432.png
1918,39762.png,[],/content/cleaned_images_with_text_removal/39762.png
1919,75092.png,[],/content/cleaned_images_with_text_removal/75092.png
1920,63281.png,"['person', 'person', 'person', 'person', 'tie', 'tie']",/content/cleaned_images_with_text_removal/63281.png
1921,43017.png,['person'],/content/cleaned_images_with_text_removal/43017.png
1922,84273.png,['tie'],/content/cleaned_images_with_text_removal/84273.png
1923,69521.png,['person'],/content/cleaned_images_with_text_removal/69521.png
1924,10263.png,"['tie', 'person']",/content/cleaned_images_with_text_removal/10263.png
1925,87925.png,['person'],/content/cleaned_images_with_text_removal/87925.png
1926,82451.png,"['person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/82451.png
1927,90653.png,['person'],/content/cleaned_images_with_text_removal/90653.png
1928,75823.png,"['person', 'person']",/content/cleaned_images_with_text_removal/75823.png
1929,42803.png,"['person', 'person']",/content/cleaned_images_with_text_removal/42803.png
1930,14389.png,"['person', 'person']",/content/cleaned_images_with_text_removal/14389.png
1931,39041.png,"['tie', 'person', 'person']",/content/cleaned_images_with_text_removal/39041.png
1932,19726.png,[],/content/cleaned_images_with_text_removal/19726.png
1933,60317.png,[],/content/cleaned_images_with_text_removal/60317.png
1934,71048.png,['person'],/content/cleaned_images_with_text_removal/71048.png
1935,95264.png,['person'],/content/cleaned_images_with_text_removal/95264.png
1936,17320.png,[],/content/cleaned_images_with_text_removal/17320.png
1937,97845.png,[],/content/cleaned_images_with_text_removal/97845.png
1938,92365.png,['person'],/content/cleaned_images_with_text_removal/92365.png
1939,10689.png,['person'],/content/cleaned_images_with_text_removal/10689.png
1940,26179.png,['horse'],/content/cleaned_images_with_text_removal/26179.png
1941,16543.png,"['person', 'person', 'person', 'person', 'person', 'sheep', 'person', 'sheep']",/content/cleaned_images_with_text_removal/16543.png
1942,21504.png,['person'],/content/cleaned_images_with_text_removal/21504.png
1943,61780.png,[],/content/cleaned_images_with_text_removal/61780.png
1944,51270.png,[],/content/cleaned_images_with_text_removal/51270.png
1945,61058.png,[],/content/cleaned_images_with_text_removal/61058.png
1946,79368.png,['person'],/content/cleaned_images_with_text_removal/79368.png
1947,56243.png,"['person', 'person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/56243.png
1948,62305.png,[],/content/cleaned_images_with_text_removal/62305.png
1949,52361.png,['person'],/content/cleaned_images_with_text_removal/52361.png
1950,03217.png,[],/content/cleaned_images_with_text_removal/03217.png
1951,60483.png,"['sheep', 'cow']",/content/cleaned_images_with_text_removal/60483.png
1952,74019.png,['person'],/content/cleaned_images_with_text_removal/74019.png
1953,91024.png,"['car', 'person', 'person', 'person', 'car', 'car', 'person', 'traffic light']",/content/cleaned_images_with_text_removal/91024.png
1954,79485.png,[],/content/cleaned_images_with_text_removal/79485.png
1955,80265.png,[],/content/cleaned_images_with_text_removal/80265.png
1956,81942.png,[],/content/cleaned_images_with_text_removal/81942.png
1957,78036.png,['person'],/content/cleaned_images_with_text_removal/78036.png
1958,98137.png,"['person', 'laptop', 'person', 'person', 'person', 'cup', 'person', 'cup', 'cup']",/content/cleaned_images_with_text_removal/98137.png
1959,30145.png,['person'],/content/cleaned_images_with_text_removal/30145.png
1960,59380.png,['person'],/content/cleaned_images_with_text_removal/59380.png
1961,19630.png,[],/content/cleaned_images_with_text_removal/19630.png
1962,03178.png,[],/content/cleaned_images_with_text_removal/03178.png
1963,46785.png,[],/content/cleaned_images_with_text_removal/46785.png
1964,48630.png,['dog'],/content/cleaned_images_with_text_removal/48630.png
1965,12956.png,[],/content/cleaned_images_with_text_removal/12956.png
1966,97063.png,['tie'],/content/cleaned_images_with_text_removal/97063.png
1967,36749.png,['person'],/content/cleaned_images_with_text_removal/36749.png
1968,02374.png,[],/content/cleaned_images_with_text_removal/02374.png
1969,57462.png,[],/content/cleaned_images_with_text_removal/57462.png
1970,18504.png,"['person', 'person']",/content/cleaned_images_with_text_removal/18504.png
1971,37285.png,[],/content/cleaned_images_with_text_removal/37285.png
1972,89745.png,"['person', 'person']",/content/cleaned_images_with_text_removal/89745.png
1973,01926.png,"['person', 'person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/01926.png
1974,87315.png,['person'],/content/cleaned_images_with_text_removal/87315.png
1975,56328.png,['mouse'],/content/cleaned_images_with_text_removal/56328.png
1976,29614.png,[],/content/cleaned_images_with_text_removal/29614.png
1977,86041.png,['person'],/content/cleaned_images_with_text_removal/86041.png
1978,03875.png,[],/content/cleaned_images_with_text_removal/03875.png
1979,37185.png,['person'],/content/cleaned_images_with_text_removal/37185.png
1980,04861.png,"['fork', 'bird']",/content/cleaned_images_with_text_removal/04861.png
1981,85327.png,[],/content/cleaned_images_with_text_removal/85327.png
1982,10269.png,['dog'],/content/cleaned_images_with_text_removal/10269.png
1983,90285.png,[],/content/cleaned_images_with_text_removal/90285.png
1984,26708.png,"['person', 'person']",/content/cleaned_images_with_text_removal/26708.png
1985,58637.png,[],/content/cleaned_images_with_text_removal/58637.png
1986,24316.png,['person'],/content/cleaned_images_with_text_removal/24316.png
1987,02619.png,"['person', 'tie', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/02619.png
1988,34015.png,[],/content/cleaned_images_with_text_removal/34015.png
1989,18739.png,"['person', 'person', 'person', 'person', 'tie', 'tie']",/content/cleaned_images_with_text_removal/18739.png
1990,58906.png,[],/content/cleaned_images_with_text_removal/58906.png
1991,76851.png,[],/content/cleaned_images_with_text_removal/76851.png
1992,06593.png,['person'],/content/cleaned_images_with_text_removal/06593.png
1993,63217.png,[],/content/cleaned_images_with_text_removal/63217.png
1994,82154.png,[],/content/cleaned_images_with_text_removal/82154.png
1995,72058.png,[],/content/cleaned_images_with_text_removal/72058.png
1996,24986.png,"['person', 'horse']",/content/cleaned_images_with_text_removal/24986.png
1997,59601.png,"['person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/59601.png
1998,92140.png,[],/content/cleaned_images_with_text_removal/92140.png
1999,92846.png,[],/content/cleaned_images_with_text_removal/92846.png
2000,31805.png,['person'],/content/cleaned_images_with_text_removal/31805.png
2001,67538.png,['person'],/content/cleaned_images_with_text_removal/67538.png
2002,72634.png,['person'],/content/cleaned_images_with_text_removal/72634.png
2003,21548.png,"['person', 'person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/21548.png
2004,13042.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/13042.png
2005,27398.png,[],/content/cleaned_images_with_text_removal/27398.png
2006,29316.png,"['person', 'person']",/content/cleaned_images_with_text_removal/29316.png
2007,12460.png,[],/content/cleaned_images_with_text_removal/12460.png
2008,58904.png,"['person', 'person']",/content/cleaned_images_with_text_removal/58904.png
2009,16824.png,['person'],/content/cleaned_images_with_text_removal/16824.png
